"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","CNODE3",,,,"User:","attodev"
"Cmdline:","dstat -tcmndrylpg --output /opt/stack/logs/dstat-csv.log",,,,"Date:","07 Mar 2017 19:12:13 KST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",
07-03 19:23:12,8.167,0.500,91.333,0.0,0.0,0.0,1444921344.0,187412480.0,2650583040.0,63242731520.0,198.0,714.0,0.0,61440.0,0.0,6.0,747.0,3268.0,0.950,0.660,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:13,7.833,0.750,91.250,0.167,0.0,0.0,1441067008.0,187412480.0,2650611712.0,63246557184.0,590.0,1134.0,0.0,90112.0,0.0,9.0,728.0,2579.0,0.950,0.660,0.500,1.0,0.0,14.0,0.0,0.0
07-03 19:23:14,8.077,0.416,91.341,0.083,0.0,0.083,1460502528.0,187416576.0,2650607616.0,63227121664.0,1510.0,0.0,0.0,98304.0,0.0,7.0,682.0,2430.0,0.950,0.660,0.500,1.0,0.0,4.0,0.0,0.0
07-03 19:23:15,8.007,0.667,91.326,0.0,0.0,0.0,1455509504.0,187416576.0,2650632192.0,63232090112.0,726.0,3026.0,0.0,0.0,0.0,0.0,761.0,2127.0,0.950,0.660,0.500,2.0,0.0,38.0,0.0,0.0
07-03 19:23:16,8.243,0.583,91.174,0.0,0.0,0.0,1447723008.0,187416576.0,2650664960.0,63239843840.0,788.0,714.0,0.0,61440.0,0.0,6.0,763.0,2293.0,0.960,0.660,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:17,7.860,0.502,91.388,0.251,0.0,0.0,1451261952.0,187445248.0,2650689536.0,63236251648.0,1570.0,1134.0,0.0,1679360.0,0.0,53.0,864.0,3286.0,0.960,0.660,0.500,2.0,0.0,18.0,0.0,0.0
07-03 19:23:18,7.840,0.834,91.243,0.083,0.0,0.0,1451782144.0,187453440.0,2650710016.0,63235702784.0,726.0,3026.0,0.0,61440.0,0.0,6.0,818.0,3055.0,0.960,0.660,0.500,1.0,0.0,38.0,0.0,0.0
07-03 19:23:19,7.930,0.584,91.319,0.167,0.0,0.0,1444323328.0,187469824.0,2650742784.0,63243112448.0,848.0,714.0,0.0,274432.0,0.0,31.0,791.0,3667.0,0.960,0.660,0.500,1.0,0.0,9.0,0.0,0.0
07-03 19:23:20,7.917,0.750,91.250,0.083,0.0,0.0,1441124352.0,187478016.0,2650771456.0,63246274560.0,920.0,1134.0,0.0,139264.0,0.0,9.0,782.0,2899.0,0.960,0.660,0.500,1.0,0.0,18.0,0.0,0.0
07-03 19:23:21,7.756,0.667,91.410,0.083,0.0,0.083,1431691264.0,187478016.0,2650783744.0,63255695360.0,0.0,1846.0,0.0,61440.0,0.0,6.0,752.0,2594.0,0.960,0.670,0.500,2.0,0.0,26.0,0.0,0.0
07-03 19:23:22,7.923,0.584,91.493,0.0,0.0,0.0,1460387840.0,187482112.0,2650796032.0,63226982400.0,1906.0,796.0,0.0,36864.0,0.0,3.0,758.0,2294.0,0.960,0.670,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:23,7.917,0.667,91.333,0.083,0.0,0.0,1458237440.0,187486208.0,2650808320.0,63229116416.0,1118.0,1776.0,0.0,65536.0,0.0,6.0,777.0,2123.0,0.960,0.670,0.500,1.0,0.0,23.0,0.0,0.0
07-03 19:23:24,8.013,0.417,91.486,0.083,0.0,0.0,1451040768.0,187494400.0,2650824704.0,63236288512.0,456.0,1492.0,0.0,368640.0,0.0,11.0,759.0,2786.0,0.960,0.670,0.500,1.0,0.0,17.0,0.0,0.0
07-03 19:23:25,8.090,0.417,91.410,0.083,0.0,0.0,1450344448.0,187502592.0,2650845184.0,63236956160.0,788.0,730.0,0.0,73728.0,0.0,6.0,729.0,2781.0,0.960,0.670,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:26,7.917,0.583,91.417,0.083,0.0,0.0,1447260160.0,187510784.0,2650873856.0,63240003584.0,1246.0,310.0,0.0,98304.0,0.0,9.0,722.0,3391.0,0.880,0.660,0.500,1.0,0.0,7.0,0.0,0.0
07-03 19:23:27,8.090,0.500,91.326,0.083,0.0,0.0,1446834176.0,187531264.0,2650898432.0,63240384512.0,920.0,1350.0,0.0,1679360.0,0.0,46.0,823.0,3473.0,0.880,0.660,0.500,1.0,0.0,15.0,0.0,0.0
07-03 19:23:28,7.590,0.834,91.410,0.083,0.0,0.083,1446412288.0,187535360.0,2650918912.0,63240781824.0,2508.0,1580.0,0.0,57344.0,0.0,6.0,803.0,2950.0,0.880,0.660,0.500,1.0,0.0,17.0,0.0,0.0
07-03 19:23:29,8.083,0.500,91.333,0.083,0.0,0.0,1446633472.0,187535360.0,2650935296.0,63240544256.0,1438.0,730.0,0.0,454656.0,0.0,13.0,775.0,2918.0,0.880,0.660,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:30,8.007,0.500,91.410,0.083,0.0,0.0,1441173504.0,187539456.0,2650963968.0,63245971456.0,656.0,310.0,0.0,110592.0,0.0,9.0,722.0,2863.0,0.880,0.660,0.500,1.0,0.0,7.0,0.0,0.0
07-03 19:23:31,7.917,0.583,91.333,0.083,0.0,0.083,1437917184.0,187543552.0,2650988544.0,63249199104.0,1852.0,1350.0,0.0,65536.0,0.0,6.0,739.0,2437.0,0.890,0.660,0.500,1.0,0.0,13.0,0.0,0.0
07-03 19:23:32,7.923,0.667,91.410,0.0,0.0,0.0,1440043008.0,187551744.0,2651009024.0,63247044608.0,2756.0,1580.0,0.0,61440.0,0.0,6.0,766.0,2717.0,0.890,0.660,0.500,1.0,0.0,17.0,0.0,0.0
07-03 19:23:33,8.070,0.499,91.265,0.166,0.0,0.0,1435975680.0,187564032.0,2651029504.0,63251079168.0,590.0,730.0,0.0,61440.0,0.0,6.0,702.0,2549.0,0.890,0.660,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:34,8.027,0.334,91.639,0.0,0.0,0.0,1430626304.0,187572224.0,2651054080.0,63256395776.0,1268.0,636.0,0.0,90112.0,0.0,9.0,717.0,3839.0,0.890,0.660,0.500,1.0,0.0,7.0,0.0,0.0
07-03 19:23:35,7.980,0.499,91.355,0.083,0.0,0.083,1454403584.0,187580416.0,2651058176.0,63232606208.0,1836.0,0.0,0.0,36864.0,0.0,3.0,687.0,2111.0,0.890,0.660,0.500,1.0,0.0,4.0,0.0,0.0
07-03 19:23:36,8.007,0.751,91.243,0.0,0.0,0.0,1456898048.0,187580416.0,2651090944.0,63230078976.0,1316.0,2638.0,0.0,36864.0,0.0,3.0,785.0,3486.0,0.900,0.670,0.500,1.0,0.0,31.0,0.0,0.0
07-03 19:23:37,7.833,0.750,91.167,0.250,0.0,0.0,1456074752.0,187588608.0,2651103232.0,63230881792.0,1328.0,2386.0,0.0,1851392.0,0.0,51.0,811.0,3981.0,0.900,0.670,0.500,1.0,0.0,28.0,0.0,0.0
07-03 19:23:38,7.763,0.668,91.569,0.0,0.0,0.0,1447858176.0,187588608.0,2651131904.0,63239069696.0,1378.0,666.0,0.0,69632.0,0.0,6.0,712.0,2977.0,0.900,0.670,0.500,1.0,0.0,11.0,0.0,0.0
07-03 19:23:39,7.833,0.833,91.250,0.083,0.0,0.0,1452756992.0,187588608.0,2651160576.0,63234142208.0,980.0,1086.0,0.0,90112.0,0.0,9.0,777.0,3435.0,0.900,0.670,0.500,1.0,0.0,18.0,0.0,0.0
07-03 19:23:40,7.756,0.751,91.410,0.083,0.0,0.0,1441599488.0,187592704.0,2651193344.0,63245262848.0,2104.0,2948.0,0.0,73728.0,0.0,6.0,815.0,3192.0,0.900,0.670,0.500,1.0,0.0,32.0,0.0,0.0
07-03 19:23:41,8.0,0.500,91.333,0.083,0.0,0.083,1439944704.0,187592704.0,2651209728.0,63246901248.0,66.0,302.0,0.0,61440.0,0.0,6.0,691.0,2284.0,0.910,0.670,0.510,1.0,0.0,7.0,0.0,0.0
07-03 19:23:42,7.917,0.583,91.417,0.083,0.0,0.0,1459802112.0,187592704.0,2651217920.0,63227035648.0,590.0,0.0,0.0,61440.0,0.0,6.0,694.0,2356.0,0.910,0.670,0.510,1.0,0.0,4.0,0.0,0.0
07-03 19:23:43,7.840,0.751,91.410,0.0,0.0,0.0,1457713152.0,187592704.0,2651222016.0,63229120512.0,1642.0,1866.0,0.0,32768.0,0.0,3.0,757.0,2095.0,0.910,0.670,0.510,1.0,0.0,21.0,0.0,0.0
07-03 19:23:44,8.167,0.333,91.417,0.083,0.0,0.0,1456717824.0,187600896.0,2651250688.0,63230078976.0,258.0,746.0,0.0,98304.0,0.0,9.0,730.0,4318.0,0.910,0.670,0.510,1.0,0.0,12.0,0.0,0.0
07-03 19:23:45,7.833,0.583,91.333,0.167,0.0,0.083,1452404736.0,187609088.0,2651275264.0,63234359296.0,1064.0,1818.0,0.0,94208.0,0.0,9.0,765.0,2772.0,0.910,0.670,0.510,1.0,0.0,17.0,0.0,0.0
07-03 19:23:46,7.923,0.667,91.410,0.0,0.0,0.0,1449787392.0,187613184.0,2651312128.0,63236935680.0,788.0,730.0,0.0,65536.0,0.0,6.0,747.0,3201.0,0.920,0.680,0.510,1.0,0.0,11.0,0.0,0.0
07-03 19:23:47,7.917,0.667,91.167,0.250,0.0,0.0,1449639936.0,187613184.0,2651336704.0,63237058560.0,920.0,1342.0,0.0,1810432.0,0.0,56.0,823.0,3608.0,0.920,0.680,0.510,1.0,0.0,15.0,0.0,0.0
07-03 19:23:48,8.007,0.500,91.410,0.083,0.0,0.0,1441570816.0,187625472.0,2651361280.0,63245090816.0,788.0,738.0,0.0,61440.0,0.0,6.0,730.0,2862.0,0.920,0.680,0.510,1.0,0.0,7.0,0.0,0.0
07-03 19:23:49,7.993,0.583,91.341,0.083,0.0,0.0,1440661504.0,187637760.0,2651389952.0,63245959168.0,60.0,1696.0,0.0,147456.0,0.0,15.0,721.0,3407.0,0.920,0.680,0.510,2.0,0.0,18.0,0.0,0.0
07-03 19:23:50,7.840,0.751,91.410,0.0,0.0,0.0,1459965952.0,187637760.0,2651394048.0,63226650624.0,1118.0,0.0,0.0,65536.0,0.0,3.0,663.0,2266.0,0.920,0.680,0.510,2.0,0.0,6.0,0.0,0.0
07-03 19:23:51,8.007,0.500,91.493,0.0,0.0,0.0,1455177728.0,187641856.0,2651410432.0,63231418368.0,1246.0,278.0,0.0,36864.0,0.0,3.0,681.0,2251.0,0.920,0.680,0.510,2.0,0.0,7.0,0.0,0.0
07-03 19:23:52,7.673,0.834,91.326,0.167,0.0,0.0,1459113984.0,187654144.0,2651418624.0,63227461632.0,588.0,1952.0,0.0,86016.0,0.0,9.0,772.0,3274.0,0.920,0.680,0.510,1.0,0.0,21.0,0.0,0.0
07-03 19:23:53,7.833,0.667,91.500,0.0,0.0,0.0,1456361472.0,187662336.0,2651443200.0,63230181376.0,788.0,738.0,0.0,69632.0,0.0,6.0,750.0,2768.0,0.920,0.680,0.510,1.0,0.0,12.0,0.0,0.0
07-03 19:23:54,7.846,0.584,91.402,0.083,0.0,0.083,1452806144.0,187666432.0,2651475968.0,63233699840.0,1046.0,1500.0,0.0,167936.0,0.0,22.0,794.0,3612.0,0.920,0.680,0.510,1.0,0.0,17.0,0.0,0.0
07-03 19:23:55,8.0,0.417,91.417,0.083,0.0,0.083,1452126208.0,187670528.0,2651504640.0,63234347008.0,1378.0,730.0,0.0,77824.0,0.0,7.0,752.0,2650.0,0.920,0.680,0.510,1.0,0.0,11.0,0.0,0.0
07-03 19:23:56,7.827,0.666,91.341,0.167,0.0,0.0,1449824256.0,187670528.0,2651533312.0,63236620288.0,920.0,1334.0,0.0,102400.0,0.0,9.0,761.0,2751.0,0.930,0.690,0.510,1.0,0.0,15.0,0.0,0.0
07-03 19:23:57,7.930,0.584,91.319,0.167,0.0,0.0,1442578432.0,187678720.0,2651561984.0,63243829248.0,198.0,730.0,0.0,1777664.0,0.0,51.0,787.0,3148.0,0.930,0.690,0.510,1.0,0.0,7.0,0.0,0.0
07-03 19:23:58,7.833,0.833,91.250,0.083,0.0,0.0,1449332736.0,187678720.0,2651586560.0,63237050368.0,4124.0,4306.0,0.0,102400.0,0.0,9.0,906.0,3745.0,0.930,0.690,0.510,1.0,0.0,99.0,0.0,0.0
07-03 19:23:59,7.756,0.751,91.326,0.083,0.0,0.083,1446866944.0,187678720.0,2651607040.0,63239495680.0,1240.0,2196.0,0.0,442368.0,0.0,10.0,744.0,2887.0,0.930,0.690,0.510,1.0,0.0,28.0,0.0,0.0
07-03 19:24:00,8.077,0.583,91.257,0.083,0.0,0.0,1467838464.0,187686912.0,2651602944.0,63218520064.0,738.0,190.0,0.0,65536.0,0.0,6.0,723.0,2861.0,0.930,0.690,0.510,1.0,0.0,6.0,0.0,0.0
07-03 19:24:01,8.007,0.584,91.410,0.0,0.0,0.0,1459380224.0,187686912.0,2651635712.0,63226945536.0,2310.0,666.0,0.0,0.0,0.0,0.0,760.0,2928.0,0.850,0.680,0.510,1.0,0.0,11.0,0.0,0.0
07-03 19:24:02,7.756,0.751,91.410,0.083,0.0,0.0,1460518912.0,187691008.0,2651672576.0,63225765888.0,2100.0,1086.0,0.0,102400.0,0.0,9.0,751.0,3307.0,0.850,0.680,0.510,1.0,0.0,18.0,0.0,0.0
07-03 19:24:03,7.744,1.082,91.007,0.083,0.0,0.083,1457938432.0,187699200.0,2651688960.0,63228321792.0,1448.0,2694.0,0.0,73728.0,0.0,6.0,862.0,3220.0,0.850,0.680,0.510,1.0,0.0,45.0,0.0,0.0
07-03 19:24:04,7.756,0.667,91.493,0.083,0.0,0.0,1456300032.0,187703296.0,2651717632.0,63229927424.0,2238.0,278.0,0.0,483328.0,0.0,11.0,755.0,3459.0,0.850,0.680,0.510,1.0,0.0,7.0,0.0,0.0
07-03 19:24:05,8.013,0.501,91.486,0.0,0.0,0.0,1452437504.0,187711488.0,2651729920.0,63233769472.0,1786.0,2158.0,0.0,118784.0,0.0,9.0,776.0,2568.0,0.850,0.680,0.510,1.0,0.0,17.0,0.0,0.0
07-03 19:24:06,7.827,0.666,91.424,0.083,0.0,0.0,1450491904.0,187715584.0,2651762688.0,63235678208.0,788.0,714.0,0.0,61440.0,0.0,6.0,761.0,2595.0,0.870,0.680,0.510,1.0,0.0,12.0,0.0,0.0
07-03 19:24:07,8.173,0.500,90.992,0.334,0.0,0.0,1444814848.0,187731968.0,2651783168.0,63241318400.0,590.0,1468.0,0.0,2027520.0,0.0,60.0,793.0,3243.0,0.870,0.680,0.510,1.0,0.0,17.0,0.0,0.0
07-03 19:24:08,8.0,0.500,91.500,0.0,0.0,0.0,1464586240.0,187740160.0,2651779072.0,63221542912.0,1636.0,0.0,0.0,32768.0,0.0,2.0,705.0,1757.0,0.870,0.680,0.510,0.0,1.0,4.0,0.0,0.0
07-03 19:24:09,8.007,0.500,91.410,0.0,0.0,0.083,1459081216.0,187740160.0,2651807744.0,63227019264.0,908.0,706.0,0.0,53248.0,0.0,6.0,746.0,2795.0,0.870,0.680,0.510,1.0,0.0,11.0,0.0,0.0
07-03 19:24:10,7.917,0.583,91.417,0.083,0.0,0.0,1454731264.0,187744256.0,2651836416.0,63231336448.0,920.0,1310.0,0.0,118784.0,0.0,9.0,783.0,2703.0,0.870,0.680,0.510,1.0,0.0,17.0,0.0,0.0
07-03 19:24:11,7.923,0.584,91.326,0.167,0.0,0.0,1455353856.0,187748352.0,2651865088.0,63230681088.0,788.0,706.0,0.0,69632.0,0.0,6.0,750.0,2639.0,0.880,0.690,0.520,1.0,0.0,11.0,0.0,0.0
07-03 19:24:12,7.686,0.752,91.562,0.0,0.0,0.0,1449930752.0,187756544.0,2651893760.0,63236067328.0,726.0,3130.0,0.0,106496.0,0.0,9.0,806.0,3185.0,0.880,0.690,0.520,1.0,0.0,46.0,0.0,0.0
07-03 19:24:13,7.750,0.750,91.333,0.167,0.0,0.0,1439870976.0,187764736.0,2651906048.0,63246106624.0,1180.0,0.0,0.0,94208.0,0.0,9.0,695.0,2323.0,0.880,0.690,0.520,1.0,0.0,5.0,0.0,0.0
07-03 19:24:14,7.917,0.750,91.333,0.0,0.0,0.0,1471340544.0,187764736.0,2651910144.0,63214632960.0,1310.0,2196.0,0.0,0.0,0.0,0.0,765.0,2289.0,0.880,0.690,0.520,1.0,0.0,27.0,0.0,0.0
07-03 19:24:15,7.763,0.751,91.486,0.0,0.0,0.0,1460039680.0,187768832.0,2651934720.0,63225905152.0,198.0,666.0,0.0,65536.0,0.0,6.0,733.0,2886.0,0.880,0.690,0.520,1.0,0.0,11.0,0.0,0.0
07-03 19:24:16,7.833,0.833,91.250,0.083,0.0,0.0,1464889344.0,187777024.0,2651967488.0,63221014528.0,1588.0,1276.0,0.0,98304.0,0.0,9.0,756.0,2704.0,0.890,0.700,0.520,1.0,0.0,18.0,0.0,0.0
07-03 19:24:17,7.660,0.999,91.091,0.250,0.0,0.0,1458343936.0,187801600.0,2651992064.0,63227510784.0,1316.0,2298.0,0.0,2072576.0,0.0,58.0,884.0,3341.0,0.890,0.700,0.520,1.0,0.0,28.0,0.0,0.0
07-03 19:24:18,7.930,0.584,91.486,0.0,0.0,0.0,1450942464.0,187801600.0,2652012544.0,63234891776.0,66.0,278.0,0.0,69632.0,0.0,6.0,713.0,2421.0,0.890,0.700,0.520,1.0,0.0,3.0,0.0,0.0
07-03 19:24:19,8.0,0.500,91.333,0.167,0.0,0.0,1450696704.0,187801600.0,2652024832.0,63235125248.0,1178.0,1944.0,0.0,98304.0,0.0,9.0,738.0,2265.0,0.890,0.700,0.520,1.0,0.0,21.0,0.0,0.0
07-03 19:24:20,7.769,0.752,91.479,0.0,0.0,0.0,1470398464.0,187801600.0,2652037120.0,63215411200.0,590.0,0.0,0.0,65536.0,0.0,6.0,682.0,2348.0,0.890,0.700,0.520,1.0,0.0,6.0,0.0,0.0
07-03 19:24:21,8.007,0.500,91.493,0.0,0.0,0.0,1467232256.0,187801600.0,2652053504.0,63218561024.0,788.0,738.0,0.0,0.0,0.0,0.0,729.0,2242.0,0.900,0.700,0.520,1.0,0.0,12.0,0.0,0.0
07-03 19:24:22,7.756,0.667,91.410,0.083,0.0,0.083,1461084160.0,187813888.0,2652082176.0,63224668160.0,986.0,1500.0,0.0,102400.0,0.0,9.0,761.0,3028.0,0.900,0.700,0.520,1.0,0.0,17.0,0.0,0.0
07-03 19:24:23,7.846,0.668,91.402,0.083,0.0,0.0,1458057216.0,187817984.0,2652106752.0,63227666432.0,198.0,722.0,0.0,69632.0,0.0,6.0,732.0,2829.0,0.900,0.700,0.520,1.0,0.0,11.0,0.0,0.0
07-03 19:24:24,7.910,0.500,91.424,0.167,0.0,0.0,1458298880.0,187822080.0,2652131328.0,63227396096.0,980.0,1326.0,0.0,126976.0,0.0,10.0,789.0,2681.0,0.900,0.700,0.520,1.0,0.0,15.0,0.0,0.0
07-03 19:24:25,7.763,0.751,91.486,0.0,0.0,0.0,1458184192.0,187830272.0,2652164096.0,63227469824.0,2046.0,1048.0,0.0,90112.0,0.0,6.0,766.0,2921.0,0.900,0.700,0.520,2.0,0.0,11.0,0.0,0.0
07-03 19:24:26,7.667,0.750,91.417,0.167,0.0,0.0,1452986368.0,187834368.0,2652200960.0,63232626688.0,528.0,1696.0,0.0,106496.0,0.0,9.0,775.0,2659.0,0.900,0.700,0.520,1.0,0.0,14.0,0.0,0.0
07-03 19:24:27,8.173,0.417,91.243,0.167,0.0,0.0,1450078208.0,187850752.0,2652221440.0,63235497984.0,2178.0,286.0,0.0,2048000.0,0.0,54.0,764.0,2637.0,0.900,0.700,0.520,2.0,0.0,7.0,0.0,0.0
07-03 19:24:28,7.923,0.584,91.493,0.0,0.0,0.0,1469542400.0,187854848.0,2652221440.0,63216029696.0,1770.0,0.0,0.0,45056.0,0.0,3.0,716.0,1792.0,0.900,0.700,0.520,2.0,0.0,4.0,0.0,0.0
07-03 19:24:29,7.930,0.584,91.402,0.083,0.0,0.0,1466642432.0,187854848.0,2652229632.0,63218921472.0,864.0,1842.0,0.0,102400.0,0.0,13.0,769.0,2725.0,0.900,0.700,0.520,2.0,0.0,21.0,0.0,0.0
07-03 19:24:30,8.160,0.416,91.257,0.083,0.0,0.083,1467150336.0,187854848.0,2652254208.0,63218388992.0,2046.0,1056.0,0.0,114688.0,0.0,9.0,749.0,2950.0,0.900,0.700,0.520,1.0,0.0,14.0,0.0,0.0
07-03 19:24:31,7.596,0.751,91.486,0.167,0.0,0.0,1460305920.0,187867136.0,2652278784.0,63225196544.0,2166.0,1500.0,0.0,106496.0,0.0,9.0,769.0,2854.0,0.910,0.710,0.530,1.0,0.0,17.0,0.0,0.0
07-03 19:24:32,7.846,0.668,91.486,0.0,0.0,0.0,1461297152.0,187871232.0,2652303360.0,63224176640.0,1130.0,730.0,0.0,65536.0,0.0,6.0,781.0,3606.0,0.910,0.710,0.530,1.0,0.0,11.0,0.0,0.0
07-03 19:24:33,7.910,0.583,91.341,0.167,0.0,0.0,1451909120.0,187875328.0,2652336128.0,63233527808.0,2100.0,1334.0,0.0,110592.0,0.0,9.0,759.0,2655.0,0.910,0.710,0.530,2.0,0.0,11.0,0.0,0.0
07-03 19:24:34,8.007,0.500,91.410,0.0,0.0,0.083,1448988672.0,187883520.0,2652364800.0,63236411392.0,650.0,730.0,0.0,397312.0,0.0,7.0,694.0,3143.0,0.910,0.710,0.530,1.0,0.0,11.0,0.0,0.0
07-03 19:24:35,8.090,0.334,91.493,0.083,0.0,0.0,1472389120.0,187887616.0,2652360704.0,63213010944.0,1378.0,0.0,0.0,81920.0,0.0,6.0,713.0,2440.0,0.910,0.710,0.530,1.0,0.0,4.0,0.0,0.0
07-03 19:24:36,7.923,0.751,91.326,0.0,0.0,0.0,1474359296.0,187891712.0,2652393472.0,63211003904.0,1316.0,2926.0,0.0,32768.0,0.0,3.0,813.0,2866.0,0.920,0.710,0.530,1.0,0.0,33.0,0.0,0.0
07-03 19:24:37,7.679,0.918,91.152,0.250,0.0,0.0,1469444096.0,187904000.0,2652401664.0,63215898624.0,1250.0,2196.0,0.0,2572288.0,0.0,69.0,820.0,3628.0,0.920,0.710,0.530,1.0,0.0,28.0,0.0,0.0
07-03 19:24:38,7.833,0.667,91.417,0.083,0.0,0.0,1465151488.0,187912192.0,2652434432.0,63220150272.0,1456.0,936.0,0.0,69632.0,0.0,6.0,770.0,3101.0,0.920,0.710,0.530,1.0,0.0,11.0,0.0,0.0
07-03 19:24:39,8.187,0.501,91.228,0.084,0.0,0.0,1461919744.0,187920384.0,2652467200.0,63223341056.0,650.0,1276.0,0.0,503808.0,0.0,13.0,708.0,3174.0,0.920,0.710,0.530,1.0,0.0,14.0,0.0,0.0
07-03 19:24:40,7.590,0.834,91.576,0.0,0.0,0.0,1480642560.0,187924480.0,2652479488.0,63204601856.0,408.0,0.0,0.0,81920.0,0.0,6.0,710.0,2922.0,0.920,0.710,0.530,1.0,0.0,6.0,0.0,0.0
07-03 19:24:41,7.756,0.834,91.326,0.083,0.0,0.0,1471201280.0,187924480.0,2652495872.0,63214026752.0,1316.0,2306.0,0.0,0.0,0.0,0.0,748.0,2140.0,0.930,0.720,0.530,1.0,0.0,28.0,0.0,0.0
07-03 19:24:42,7.750,0.667,91.500,0.083,0.0,0.0,1470357504.0,187928576.0,2652520448.0,63214841856.0,1246.0,278.0,0.0,77824.0,0.0,6.0,737.0,2802.0,0.930,0.720,0.530,1.0,0.0,7.0,0.0,0.0
07-03 19:24:43,7.750,0.833,91.333,0.083,0.0,0.0,1469792256.0,187932672.0,2652528640.0,63215394816.0,462.0,1778.0,0.0,114688.0,0.0,9.0,786.0,2461.0,0.930,0.720,0.530,1.0,0.0,21.0,0.0,0.0
07-03 19:24:44,7.840,0.834,91.326,0.0,0.0,0.0,1469460480.0,187940864.0,2652557312.0,63215689728.0,926.0,1024.0,0.0,90112.0,0.0,6.0,748.0,2999.0,0.930,0.720,0.530,1.0,0.0,12.0,0.0,0.0
07-03 19:24:45,7.750,0.667,91.417,0.167,0.0,0.0,1464467456.0,187957248.0,2652585984.0,63220637696.0,1576.0,1484.0,0.0,110592.0,0.0,9.0,770.0,2805.0,0.930,0.720,0.530,1.0,0.0,17.0,0.0,0.0
07-03 19:24:46,7.827,0.749,91.341,0.083,0.0,0.0,1454743552.0,187957248.0,2652618752.0,63230328832.0,198.0,706.0,0.0,69632.0,0.0,6.0,733.0,2479.0,0.930,0.720,0.530,1.0,0.0,7.0,0.0,0.0
07-03 19:24:47,7.923,0.667,91.159,0.167,0.0,0.083,1453318144.0,187977728.0,2652639232.0,63231713280.0,920.0,1310.0,0.0,2297856.0,0.0,63.0,814.0,3729.0,0.930,0.720,0.530,1.0,0.0,15.0,0.0,0.0
07-03 19:24:48,7.917,0.583,91.417,0.083,0.0,0.0,1450225664.0,187985920.0,2652663808.0,63234772992.0,590.0,714.0,0.0,90112.0,0.0,6.0,739.0,2407.0,0.930,0.720,0.530,1.0,0.0,11.0,0.0,0.0
07-03 19:24:49,8.083,0.417,91.417,0.083,0.0,0.0,1472331776.0,187998208.0,2652659712.0,63212658688.0,258.0,0.0,0.0,110592.0,0.0,8.0,726.0,2358.0,0.930,0.720,0.530,1.0,0.0,4.0,0.0,0.0
07-03 19:24:50,7.352,1.420,91.228,0.0,0.0,0.0,1466703872.0,188002304.0,2652692480.0,63218249728.0,4294.0,10690.0,0.0,45056.0,0.0,6.0,1092.0,3675.0,0.930,0.720,0.530,1.0,0.0,167.0,0.0,0.0
07-03 19:24:51,7.827,0.833,91.341,0.0,0.0,0.0,1472024576.0,188002304.0,2652692480.0,63212929024.0,722.0,588.0,0.0,0.0,0.0,0.0,683.0,1697.0,0.860,0.710,0.530,1.0,0.0,11.0,0.0,0.0
07-03 19:24:52,7.776,0.753,91.472,0.0,0.0,0.0,1505206272.0,188002304.0,2652692480.0,63179747328.0,66.0,166.0,0.0,0.0,0.0,0.0,951.0,16143.0,0.860,0.710,0.530,1.0,0.0,9.0,0.0,0.0
07-03 19:24:53,6.917,1.750,91.333,0.0,0.0,0.0,1482010624.0,188002304.0,2652696576.0,63202938880.0,590.0,254.0,0.0,172032.0,0.0,6.0,798.0,6744.0,0.860,0.710,0.530,1.0,0.0,9.0,0.0,0.0
07-03 19:24:54,7.840,1.001,91.159,0.0,0.0,0.0,1506734080.0,188002304.0,2652696576.0,63178215424.0,1896.0,0.0,0.0,20480.0,0.0,5.0,714.0,23138.0,0.860,0.710,0.530,1.0,0.0,16.0,0.0,0.0
07-03 19:24:55,7.095,1.419,91.402,0.083,0.0,0.0,1475153920.0,188010496.0,2652708864.0,63209775104.0,3432.0,16134.0,0.0,978944.0,0.0,4.0,975.0,2088.0,0.860,0.710,0.530,1.0,0.0,0.0,0.0,0.0
07-03 19:24:56,8.160,0.666,91.174,0.0,0.0,0.0,1507090432.0,188010496.0,2652729344.0,63177818112.0,4722.0,10246.0,0.0,0.0,0.0,0.0,1174.0,19716.0,0.790,0.700,0.530,1.0,0.0,9.0,0.0,0.0
07-03 19:24:57,7.346,1.252,91.319,0.083,0.0,0.0,1510858752.0,188018688.0,2652729344.0,63174041600.0,1180.0,0.0,0.0,1433600.0,0.0,40.0,756.0,3977.0,0.790,0.700,0.530,1.0,0.0,8.0,0.0,0.0
07-03 19:24:58,8.257,0.334,91.410,0.0,0.0,0.0,1462247424.0,188018688.0,2652729344.0,63222652928.0,1196.0,2174.0,0.0,155648.0,0.0,2.0,679.0,1738.0,0.790,0.700,0.530,1.0,0.0,16.0,0.0,0.0
